File Sharing/P2P,558c5bd9f906860a,BearShare Lite 5.2.5.1
File Sharing/P2P,560d789a6a42ad5a,DC++ 0.261 / 0.698 / 0.782 (r2402.1)
File Sharing/P2P,5b186fc4a0b40504,Dtella 1.2.5 (Purdue network only)
File Sharing/P2P,5d7b4175afdcc260,Shareaza 2.0.0.0
File Sharing/P2P,5e01ecaf82f7d8e,Scour Exchange 0.0.0.228
File Sharing/P2P,5ea2a50c7979fbdc,TrustyFiles 3.1.0.22
File Sharing/P2P,73ce3745a843c0a4,FrostWire 5.1.4
File Sharing/P2P,76f6f1bd18c19698,aMule 2.2.6
File Sharing/P2P,784182360de0c5b6,Kazaa Lite 1.7.1
File Sharing/P2P,792699a1373f1386,Piolet 3.1.1
File Sharing/P2P,7b7f65aaeca20a8c,Dropbox App 5.4.24
File Sharing/P2P,96252daff039437a,Lphant 7.0.0.112351
File Sharing/P2P,977a5d147aa093f4,Lphant 3.51
File Sharing/P2P,98b0ef1c84088,fulDC 6.78
File Sharing/P2P,99c15cf3e6d52b61,mldonkey 3.1.0
File Sharing/P2P,9ad1ec169bf2da7f,FlylinkDC++ r405 (Build 7358)
File Sharing/P2P,a31ec95fdd5f350f,BitComet 0.49 / 0.59 / 0.69 / 0.79 / 0.89 / 0.99 / 1.07 / 1.28
File Sharing/P2P,a746f9625f7695e8,HeXHub 5.07
File Sharing/P2P,a75b276f6e72cf2a,Kazaa Lite Tools K++ 2.7.0
File Sharing/P2P,a75b276f6e72cf2a,WinMX 3.53
File Sharing/P2P,a8df13a46d66f6b5,Kommute (Calypso) 0.24
File Sharing/P2P,ac3a63b839ac9d3a,Vuze 4.6.0.4
File Sharing/P2P,accca100973ef8dc,Azureus 2.0.8.4
File Sharing/P2P,b3016b8da2077262,eMule 0.50a
File Sharing/P2P,b48ce76eda60b97,Shareaza 8.0.0.112300
File Sharing/P2P,ba132e702c0147ef,KCeasy 0.19-rc1
File Sharing/P2P,ba3a45f7fd2583e1,Blubster 3.1.1
File Sharing/P2P,bcd7ba75303acbcf,BitLord 1.1
File Sharing/P2P,bfc1d76f16fa778f,Ares (Galaxy) 1.8.4 / 1.9.8 / 2.1.0 / 2.1.7.3041
File Sharing/P2P,c5ef839d8d1c76f4,LimeWire 5.2.13
File Sharing/P2P,c8e4c10e5460b00c,iMesh 6.5.0.16898
File Sharing/P2P,c9374251edb4c1a8,BitTornado T-0.3.17
File Sharing/P2P,ca1eb46544793057,RetroShare 0.5.2a (Build 4550)
File Sharing/P2P,caea34d2e74f5c8,uTorrent 3.4.7
File Sharing/P2P,cb5250eaef7e3213,ApexDC++ 1.4.3.957
File Sharing/P2P,cbbe886eca4bfc2d,ExoSee 1.0.0
File Sharing/P2P,cc4b36fbfb69a757,gtk-gnutella 0.97
File Sharing/P2P,ccb36ff8a8c03b4b,Azureus 2.5.0.4 / Vuze 3.0.5.0
File Sharing/P2P,cd8cafb0fb6afdab,uTorrent 1.7.7 (Build 8179) / 1.8.5 / 2.0 / 2.21 (Build 25113) / 3.0 (Build 25583)
File Sharing/P2P,d460280b17628695,Java Binary
File Sharing/P2P,e0f7a40340179171,imule 1.4.5 (rev. 749)
File Sharing/P2P,e1d47cb031dafb9f,BearShare 6.0.0.22717 / 8.1.0.70928 / 10.0.0.112380
File Sharing/P2P,e6ea77a1d4553872,Gnucleus 1.8.6.0
File Sharing/P2P,e73d9f534ed5618a,BitSpirit 1.2.0.228 / 2.0 / 2.6.3.168 / 2.7.2.239 / 2.8.0.072 / 3.1.0.077 / 3.6.0.550
File Sharing/P2P,e76a4ef13fbf2bb1,Manolito 3.1.1
File Sharing/P2P,ecd21b58c2f65a2f,StealthNet 0.8.7.9
File Sharing/P2P,ed49e1e6ccdba2f5,GNUnet 0.8.1a
File Sharing/P2P,f001ea668c0aa916,Cabos 0.8.2
File Sharing/P2P,f1a4c04eebef2906,[i2p] Robert 0.0.29 Preferences
File Sharing/P2P,f214ca2dd40c59c1,FrostWire 4.20.9
File Sharing/P2P,f61b65550a84027e,iMesh 11.0.0.112351
File Sharing/P2P,ff224628f0e8103c,Morpheus 3.0.3.6
FTP,10f5a20c21466e85,FTP Voyager 15.2.0.17
FTP,20ef367747c22564,Bullet Proof FTP 2010.75.0.75
FTP,226400522157fe8b,FileZilla Server 0.9.39 beta
FTP,2544ff74641b639d,WiseFTP 6.1.5
FTP,27da120d7e75cf1f,pbFTPClient 6.1
FTP,3198e37206f28dc7,CuteFTP 8.3 Professional (Build 8.3.4.0007)
FTP,3a5148bf2288a434,Secure FTP 2.6.1 (Build 20101209.1254)
FTP,435a2f986b404eb7,SmartFTP 4.0.1214.0
FTP,44a50e6c87bc012,Classic FTP Plus 2.15
FTP,49b5edbd92d8cd58,FTP Commander 8.02
FTP,4b632cf2ceceac35,Robo-FTP Server 3.2.5
FTP,4cdf7858c6673f4b,Bullet Proof FTP 1.26
FTP,4fceec8e021ac978,CoffeeCup Free FTP 3.5.0.0
FTP,59e86071b87ac1c3,CuteFTP 8.3 (Build 8.3.4.0007)
FTP,6a316aa67a46820b,Core FTP LE 1.3c (Build 1437) / 2.2 (Build 1689)
FTP,6a8b377d0f5cb666,WinSCP 2.3.0 (Build 146)
FTP,6bb54d82fa42128d,WinSCP 4.3.4 (Build 1428)
FTP,714b179e552596df,Bullet Proof FTP 2.4.0 (Build 31)
FTP,7904145af324576e,Total Commander 7.56a (Build 16.12.2010)
FTP,79370f660ab51725,UploadFTP 2.0.1.0
FTP,7937df3c65790919,FTP Explorer 10.5.19 (Build 001)
FTP,8628e76fd9020e81,Fling File Transfer Plus 2.24
FTP,8deb27dfa31c5c2a,CoffeeCup Free FTP 4.4 (Build 1904)
FTP,8f852307189803b8,Far Manager 2.0.1807
FTP,9560577fd87cf573,LeechFTP 1.3 (Build 207)
FTP,9a3bdae86d5576ee,WinSCP 3.2.1 (Build 174) / 3.8.0 (Build 312)
FTP,9e0b3f677a26bbc4,BitKinex 3.2.3
FTP,a1d19afe5a80f80,FileZilla 2.2.32
FTP,a581b8002a6eb671,WiseFTP 5.5.9
FTP,a79a7ce3c45d781,CuteFTP 7.1 (Build 06.06.2005.1)
FTP,b6267f3fcb700b60,WiseFTP 4.1.0
FTP,b7cb1d1c1991accf,FlashFXP 4.0.0 (Build 1548)
FTP,b8c13a5dd8c455a2,Titan FTP Server 8.40 (Build 1338)
FTP,be4875bb3e0c158f,CrossFTP 1.75a
FTP,c04f69101c131440,CuteFTP 5.0 (Build 50.6.10.2)
FTP,c54b96f328bdc28d,WiseFTP 7.3.0
FTP,c99ddde925d26df3,Robo-FTP 3.7.9 CronMaker
FTP,cd2acd4089508507,AbsoluteTelnet 9.18 Lite
FTP,d28ee773b2cea9b2,3D-FTP 9.0 build 7
FTP,d8081f151f4bd8a5,CuteFTP 8.3 Lite (Build 8.3.4.0007)
FTP,e107946bb682ce47,FileZilla 3.5.1
FTP,e42a8e0f4d9b8dcf,Sysax FTP Automation 5.15
FTP,e6ef42224b845020,ALFTP 5.20.0.4
FTP,explorer integrated,Swish
FTP,f64de962764b9b0f,FTPRush 1.1.3 / 2.15
FTP,f82607a219af2999,Cyberduck 4.1.2 (Build 8999)
FTP,f91fd0c57c4fe449,ExpanDrive 2.1.0
FTP,fa7144034d7d083d,Directory Opus 10.0.2.0.4269 (JL tasks supported)
FTP,fc999f29bc5c3560,Robo-FTP 3.7.9
IM/Communications,1a60b1067913516a,Psi 0.14
IM/Communications,1b29f0dc90366bb,AIM 5.9.3857
IM/Communications,22cefa022402327d,Meca Messenger 5.3.0.52
IM/Communications,2417caa1f2a881d4,ICQ 7.6 (Build 5617)
IM/Communications,27ececd8d89b6767,AIM 6.2.14.2 / 6.5.3.12 / 6.9.17.2
IM/Communications,2aa756186e21b320,RealTimeQuery 3.2
IM/Communications,2d1658d5dc3cbe2d,MySpaceIM 1.0.823.0 Beta
IM/Communications,30d23723bdd5d908,Digsby (Build 30140) (JL support)
IM/Communications,3461e4d1eb393c9c,WTW 0.8.18.2852 / 0.8.19.2940
IM/Communications,36c36598b08891bf,Vovox 2.5.3.4250
IM/Communications,3c0022d9de573095,QuteCom 2.2
IM/Communications,3f2cd46691bbee90,GOIM 1.1.0
IM/Communications,4278d3dc044fc88a,Gaim 1.5.0
IM/Communications,454ef7dca3bb16b2,Exodus 0.10.0.0
IM/Communications,4e0ac37db19cba15,Xfire 1.138 (Build 44507)
IM/Communications,4f24a7b84a7de5a6,Palringo 2.6.3 (r45983)
IM/Communications,521a29e5d22c13b4,Skype 1.4.0.84 / 2.5.0.154 / 3.8.0.139 / 4.2.0.187 / Skype 5.3.0.120 / 5.5.0.115 / 5.5.32.117
IM/Communications,6059df4b02360af,Kadu 0.10.0 / 0.6.5.5
IM/Communications,62dba7fb39bb0adc,Yahoo Messenger 7.5.0.647 / 8.1.0.421 / 9.0.0.2162 / 10.0.0.1270
IM/Communications,689319b6547cda85,emesene 2.11.7
IM/Communications,6aa18a60024620ae,GCN 2.9.1
IM/Communications,6f647f9488d7a,AIM 7.5.11.9 (custom AppID + JL support)
IM/Communications,70b52cf73249257,Sococo 1.5.0.2274
IM/Communications,728008617bc3e34b,eM Client 3.0.10206.0
IM/Communications,73c6a317412687c2,Google Talk 1.0.0.104
IM/Communications,74ea779831912e30,Skype 7.24.0.104
IM/Communications,777483d3cdac1727,Gajim 0.14.4
IM/Communications,86b804f7a28a3c17,Miranda IM 0.6.8 / 0.7.6 / 0.8.27 / 0.9.9 / 0.9.29 (ANSI + Unicode)
IM/Communications,884fd37e05659f3a,VZOchat 6.3.5
IM/Communications,8c816c711d66a6b5,MSN Messenger 6.2.0137 / 7.0.0820
IM/Communications,93b18adf1d948fa3,qutIM 0.2
IM/Communications,989d7545c2b2e7b2,IMVU 465.8.0.0
IM/Communications,a3e0d98f5653b539,Instantbird 1.0 (20110623121653) (JL support)
IM/Communications,a52b0784bd667468,Photos Microsoft 16.526.11220.0 (Windows 10)
IM/Communications,a5db18f617e28a51,ICQ 6.5 (Build 2024)
IM/Communications,aedd2de3901a77f4,Pidgin 2.0.0 / 2.10.0 / 2.7.3
IM/Communications,b0236d03c0627ac4,ICQ 5.1 / ICQLite Build 1068
IM/Communications,b06a975b62567622,Windows Live Messenger 8.5.1235.0517 BETA
IM/Communications,b3965c840bf28ef4,AIM 4.8.2616
IM/Communications,b868d9201b866d96,Microsoft Lync 4.0.7577.0
IM/Communications,bcc705f705d8132b,Instan-t 5.2 (Build 2824)
IM/Communications,bd249197a6faeff2,Windows Live Messenger 2011
IM/Communications,bf9ae1f46bd9c491,Nimbuzz 2.0.0 (rev 6266)
IM/Communications,c312e260e424ae76,Mail.Ru Agent 5.8 (JL support)
IM/Communications,c5236fd5824c9545,PLAYXPERT 1.0.140.2822
IM/Communications,c6f7b5bf1b9675e4,BitWise IM 1.7.3a
IM/Communications,c8aa3eaee3d4343d,Trillian 0.74 / 3.1 / 4.2.0.25 / 5.0.0.35 (JL support)
IM/Communications,ca942805559495e9,aMSN 0.98.4
IM/Communications,cca6383a507bac64,Gadu-Gadu 10.5.2.13164
IM/Communications,d41746b133d17456,Tkabber 0.11.1
IM/Communications,d7d647c92cd5d1e6,uTalk 2.6.4 r47692
IM/Communications,da7e8de5b8273a0f,Yahoo Messenger 5.0.0.1226 / 6.0.0.1922
IM/Communications,dc64de6c91c18300,Brosix Communicator 3.1.3 (Build 110719 nid 1)
IM/Communications,dee18f19c7e3a2ec,PopNote 5.21
IM/Communications,e0246018261a9ccc,qutIM 0.2.80.0
IM/Communications,e0532b20aa26a0c9,QQ International 1.1 (2042)
IM/Communications,e93dbdcede8623f2,Pandion 2.6.106
IM/Communications,ebd8c95d87f25154,Carrier 2.5.5
IM/Communications,efb08d4e11e21ece,Paltalk Messenger 10.0 (Build 409)
IM/Communications,f09b920bfb781142,Camfrog 4.0.47 / 5.5.0 / 6.1 (build 146) (JL support)
IM/Communications,f2cb1c38ab948f58,X-Chat 1.8.10 / 2.6.9 / 2.8.9
IM/Communications,fb1f39d1f230480a,Bopup Messenger 5.6.2.9178 (all languages: en;du;fr;ger;rus;es)
IM/Communications,fb230a9fe81e71a8,Yahoo Messenger 11.0.0.2014-us
IM/Communications,fb7ca8059b8f2123,ooVoo 3.0.7.21
Image/Document Viewers,1110d9896dceddb3,imgSeek 0.8.5
Image/Document Viewers,169b3be0bc43d592,FastPictureViewer Professional 1.6 (Build 211)
Image/Document Viewers,23646679aaccfae0,Adobe Acrobat 9.4.0
Image/Document Viewers,2519133d6d830f7e,IMatch 3.6.0.113
Image/Document Viewers,2fa14c7753239e4c,Paint.NET 2.72 / 3.5.8.4081.24580
Image/Document Viewers,3594aab44bca414b,Windows Photo Viewer
Image/Document Viewers,386a2f6aa7967f36,EyeBrowse 2.7
Image/Document Viewers,3917dd550d7df9a8,Konvertor 4.06 (Build 10)
Image/Document Viewers,3edf100b207e2199,digiKam 1.7.0 (KDE 4.4.4)
Image/Document Viewers,497b42680f564128,Zoner PhotoStudio 13 (Build 7)
Image/Document Viewers,59f56184c796cfd4,ACDSee Photo Manager 10 (Build 219)
Image/Document Viewers,76689ff502a1fd9e,Imagine Image and Animation Viewer 1.0.7
Image/Document Viewers,7cb0735d45243070,CDisplay 1.8.1.0
Image/Document Viewers,8bd5c6433ca967e9,ACDSee Photo Manager 2009 (v11.0 Build 113)
Image/Document Viewers,b17d3d0c9ca7e29,"Picasa 3.8.0 (Build 117.43, 0)"
Image/Document Viewers,b39c5f226977725d,ACDSee Pro 8.1.99
Image/Document Viewers,b3f13480c2785ae,Paint 6.1 (build 7601: SP1)
Image/Document Viewers,c2d349a0e756411b,Adobe Reader 8.1.2
Image/Document Viewers,c5c24a503b1727df,XnView 1.98.2 Small / 1.98.2 Standard
Image/Document Viewers,c634153e7f5fce9c,IrfanView 3.10 / 4.30
Image/Document Viewers,d33ecf70f0b74a77,"Picasa 2.2.0 (Build 28.08, 0)"
Image/Document Viewers,d838aac097abece7,ACDSee Photo Manager 12 (Build 344)
Image/Document Viewers,de48a32edcbe79e4,Acrobat Reader 15.x
Image/Document Viewers,e31a6a8a7506f733,Image AXS Pro 4.1
Image/Document Viewers,e9a39dfba105ea23,FastStone Image Viewer 4.6
Image/Document Viewers,ea83017cdd24374d,IrfanView Thumbnails
Image/Document Viewers,edc786643819316c,HoneyView3 #5834
Image/Document Viewers,ee462c3b81abb6f6,Adobe Reader X 10.1.0
Image/Document Viewers,ef606b196796ebb,HP MediaSmart Photo
Image/Document Viewers,f0468ce1ae57883d,Adobe Reader 7.1.0
Internet Browsers,1461132e553e2e6c,Firefox 6.0
Internet Browsers,16ec093b8f51508f,Opera 8.54 build 7730 / 9.64 build 10487 / 11.50 build 1074
Internet Browsers,1da3c90a72bf5527,Safari 4.0.5 (531.22.7) / 5.1 (7534.50)
Internet Browsers,1eb796d87c32eff9,Firefox 5.0
Internet Browsers,28c8b86deab549a1,Internet Explorer 8 / 9
Internet Browsers,5c450709f7ae4396,Firefox 1.0 / 2.0 / 3.0
Internet Browsers,5d696d521de238c3,Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 26
Internet Browsers,5df4765359170e26,Firefox 4.0.1
Internet Browsers,8a1c1c7c389a5320,Safari 3.2.3 (525.29)
Internet Browsers,9d1f905ce5044aee,Edge Browser
Internet Browsers,a0d6b1b874c6e9d2,TOR Browser 6.0.2
Internet Browsers,cfb56c56fa0f0a54,Mozilla 0.9.9
IRC,19ccee0274976da8,mIRC 4.72 / 5.61
IRC,2a5a615382a84729,X-Chat 2 2.8.6-2
IRC,54c803dfc87b52ba,Nettalk 6.7.12
IRC,65f7dd884b016ab2,LimeChat 2.39
IRC,6b3a5ce7ad4af9e4,IceChat 9 RC2
IRC,6fee01bd55a634fe,Smuxi 0.8.0.0
IRC,8904a5fd2d98b546,IceChat 7.70 20101031
IRC,ac8920ed05001800,DMDirc 0.6.5 (Profile store: C:\Users$user\AppData\Roaming\DMDirc)
IRC,ae069d21df1c57df,mIRC 6.35 / 7.19
IRC,b223c3ffbc0a7a42,Bersirc 2.2.14
IRC,c01d68e40226892b,ClicksAndWhistles 2.7.146
IRC,d3530c5294441522,HydraIRC 0.3.165
IRC,dd658a07478b46c2,PIRCH98 1.0.1.1190
IRC,e30bbea3e1642660,Neebly 1.0.4
IRC,fa496fe13dd62edf,KVIrc 3.4.2.1 / 4.0.4
Media Players,1cf97c38a5881255,MediaPortal 1.1.3
Media Players,1cffbe973a437c74,DSPlayer 0.889 Lite
Media Players,37392221756de927,RealPlayer SP 12
Media Players,3c93a049a30e25e6,J. River Media Center 16.0.149
Media Players,4a49906d074a3ad3,Media Go 1.8 (Build 121)
Media Players,4acae695c73a28c7,VLC 0.3.0 / 0.4.6
Media Players,4d8bdacf5265a04f,The KMPlayer 2.9.4.1434
Media Players,62bff50b969c2575,"Quintessential Media Player 5.0 (Build 121) - also usage stats (times used, tracks played, total time used)"
Media Players,6bc3383cb68a3e37,iTunes 7.6.0.29 / 8.0.0.35
Media Players,6e9d40a4c63bb562,Real Player Alternative 1.25 (Media Player Classic 6.4.8.2 / 6.4.9.0)
Media Players,7494a606a9eef18e,Crystal Player 1.98
Media Players,74d7f43c1561fc1e,Windows Media Player 12.0.7601.17514
Media Players,7593af37134fd767,RealPlayer 6.0.6.99 / 7 / 8 / 10.5
Media Players,817bb211c92fd254,GOM Player 2.0.12.3375 / 2.1.28.5039
Media Players,83b03b46dcd30a0e,iTunes 9.0.0.70 / 9.2.1.5 / 10.4.1.10 (begin custom ‘Tasks’ JL capability)
Media Players,90e5e8b21d7e7924,Winamp 3.0d (Build 488)
Media Players,9fda41b86ddcf1db,VLC 0.5.3 / 0.8.6i / 0.9.7 / 1.1.11
Media Players,a777ad264b54abab,JetVideo 8.0.2.200 Basic
Media Players,ae3f2acd395b622e,QuickTime Player 6.5.1 / 7.0.3 / 7.5.5 (Build 249.13)
Media Players,b50ee40805bd280f,QuickTime Alternative 1.9.5 (Media Player Classic 6.4.9.1)
Media Players,c91d08dcfc39a506,SM Player 0.6.9 r3447
Media Players,cbeb786f0132005d,VLC 0.7.2
Media Players,d22ad6d9d20e6857,ALLPlayer 4.7
Media Players,e40cb5a291ad1a5b,Songbird 1.9.3 (Build 1959)
Media Players,e6ee34ac9913c0a9,VLC 0.6.2
Media Players,f674c3a77cfe39d0,Winamp 2.95 / 5.1 / 5.621
Media Players,f92e607f9de02413,RealPlayer 14.0.6.666
Media Players,faef7def55a1d4b,VLC 2.2.6
Media Players,fe5e840511621941,JetAudio 5.1.9.3018 Basic / 6.2.5.8220 Basic / 7.0.0 Basic / 8.0.16.2000 Basic
System Cleaners,eb7e629258d326a1,WindowWasher 6.6.1.18
System Cleaners,ed7a5cc3cca8d52a,CCleaner 1.32.345 / 1.41.544 / 2.36.1233 / 3.10.1525
Usenet Newsreaders,13eb0e5d9a49eaef,Binjet 3.0.2
Usenet Newsreaders,186b5ccada1d986b,NewsGrabber 3.0.36
Usenet Newsreaders,2b164f512891ae37,NewsWolf NSListGen
Usenet Newsreaders,3168cc975b354a01,Slypheed 3.1.2 (Build 1120)
Usenet Newsreaders,36801066f71b73c5,Binbot 2.0
Usenet Newsreaders,36f6bc3efe1d99e0,Alt.Binz 0.25.0 (Build 27.09.2007)
Usenet Newsreaders,3be7b307dfccb58f,NiouzeFire 0.8.7.0
Usenet Newsreaders,3d877ec11607fe4,Thunderbird 6.0.2
Usenet Newsreaders,3ed70ef3495535f7,Gravity 3.0.4
Usenet Newsreaders,3f97341a65bac63a,Ozum 6.07 (Build 6070)
Usenet Newsreaders,43886ba3395acdcc,Easy Post 3.0
Usenet Newsreaders,4d72cfa1d0a67418,Newsgroup Image Collector
Usenet Newsreaders,6224453d9701a612,BinTube 3.7.1.0 (requires VLC 10.5!)
Usenet Newsreaders,7192f2de78fd9e96,TIFNY 5.0.3
Usenet Newsreaders,7526de4a8b5914d9,Forte Agent 6.00 (Build 32.1186)
Usenet Newsreaders,776beb1fcfc6dfa5,Thunderbird 1.0.6 (20050716) / 3.0.2
Usenet Newsreaders,780732558f827a42,AutoPix 5.3.3
Usenet Newsreaders,7a7c60efd66817a2,Spotnet 1.7.4
Usenet Newsreaders,7b2b4f995b54387d,News Reactor 20100224.16
Usenet Newsreaders,7fd04185af357bd5,UltraLeeacher 1.7.0.2969 / 1.8 Beta (Build 3490)
Usenet Newsreaders,8172865a9d5185cb,Binreader 1.0 (Beta 1)
Usenet Newsreaders,8211531a7918b389,Newsbin Pro 6.00 (Build 1019) (JL support)
Usenet Newsreaders,86781fe8437db23e,Messenger Pro 2.66.6.3353
Usenet Newsreaders,92f1d5db021cd876,NewsLeecher 4.0 / 5.0 Beta 6
Usenet Newsreaders,9dacebaa9ac8ca4e,TLNews Newsreader 2.2.0 (Build 2430)
Usenet Newsreaders,9f03ae476ad461fa,GroupsAloud 1.0
Usenet Newsreaders,a4def57ee99d77e9,Nomad News 1.43
Usenet Newsreaders,aa11f575087b3bdc,Unzbin 2.6.8
Usenet Newsreaders,ace8715529916d31,40tude Dialog 2.0.15.1 (Beta 38)
Usenet Newsreaders,baea31eacd87186b,BinaryBoy 1.97 (Build 55)
Usenet Newsreaders,bf483b423ebbd327,Binary Vortex 5.0
Usenet Newsreaders,bfe841f4d35c92b1,QuadSucker/News 5.0
Usenet Newsreaders,c02baf50d02056fc,FotoVac 1.0
Usenet Newsreaders,c845f3a6022d647c,Another File 2.03 (Build 2/7/2004)
Usenet Newsreaders,c98ab5ccf25dda79,NewsShark 2.0
Usenet Newsreaders,cb1d97aca3fb7e6b,Newz Crawler 1.9.0 (Build 4100)
Usenet Newsreaders,cb984e3bc7faf234,NewsRover 17.0 (Rev.0)
Usenet Newsreaders,cc76755e0f925ce6,AllPicturez 1.2
Usenet Newsreaders,cd40ead0b1eb15ab,NNTPGrab 0.6.2
Usenet Newsreaders,cf6379a9a987366e,Digibin 1.31
